Date,Close,High,Low,Open,Volume
7/31/2020,103.2920609,103.4427304,98.00886044,100.0113278,374336800
8/3/2020,105.8947678,108.5193511,104.8789574,105.1778639,308151200
8/4/2020,106.6019516,107.6955293,105.3601296,106.0843237,173071600
8/5/2020,106.9883575,107.3091421,105.8558961,106.3224926,121776800
8/6/2020,110.7210846,111.2168419,106.7307455,107.3212757,202428800
8/7/2020,108.2037735,110.6991918,107.40524,110.2414943,198045600
8/10/2020,109.7764816,110.7965604,107.1203822,109.652317,212403600
8/11/2020,106.5117493,109.5378984,106.2512502,109.0388178,187902400
8/12/2020,110.0516129,110.3096751,107.4101195,107.6048809,165598000
8/13/2020,111.9992142,113.0046861,110.9450482,111.4343959,210082000
8/14/2020,111.8994141,111.9894914,110.0856682,111.8239435,165565200
8/17/2020,111.6072693,113.0485287,110.9791576,113.0241817,119561600
8/18/2020,112.5372925,112.9633396,111.0229991,111.3589689,105633600
8/19/2020,112.6784668,114.0953791,112.583523,112.9462692,145538000
8/20/2020,115.1787643,115.2931887,112.7028194,112.719863,126907200
8/21/2020,121.1142044,121.5986783,116.1282348,116.1404046,338054800
8/24/2020,122.562767,125.4136355,120.6930311,125.3284172,345937600
8/25/2020,121.5572815,121.9029914,119.8311836,121.4331243,211495600
8/26/2020,123.21035,123.6680474,121.8080445,122.8768173,163022400
8/27/2020,121.7374496,124.1476568,120.5907693,123.8141241,155552400
8/28/2020,121.5402679,123.1324613,121.3162857,122.7137176,187630000
8/31/2020,125.6619568,127.570654,122.7015451,124.2401853,225702700
9/1/2020,130.6673889,131.2711685,127.1129456,129.2845639,151948100
9/2/2020,127.9601746,134.3679236,123.6753647,133.9881337,200119000
9/3/2020,117.7155914,125.467213,117.3455418,123.5877439,257599600
9/4/2020,117.7934799,120.4617495,107.987095,116.9267791,332607200
9/8/2020,109.8665848,115.875064,109.7302503,110.9670008,231366600
9/9/2020,114.2487564,116.0211115,112.2426862,114.1903295,176940500
9/10/2020,110.5190201,117.3455121,109.5549387,117.2091777,182274400
9/11/2020,109.0680313,112.2134787,107.1203879,111.5707528,180860300
9/14/2020,112.340065,112.895143,109.847084,111.7168197,140150100
9/15/2020,112.5153732,115.7192479,110.6358968,115.232337,184642000
9/16/2020,109.1946335,112.9633264,109.1069931,112.2134869,154679000
9/17/2020,107.4514771,109.2627859,105.8641504,106.8477124,178011000
9/18/2020,104.043129,107.9773704,103.3127625,107.50994,287104900
9/21/2020,107.1983032,107.3054242,100.4010239,101.8033297,195713800
9/22/2020,108.8830109,109.9055267,106.3023891,109.7302385,183055400
9/23/2020,104.3157959,109.1751647,103.9749523,108.6979941,150718700
9/24/2020,105.3869858,107.3638426,102.2512787,102.4168266,167743300
9/25/2020,109.3407211,109.4965362,104.8514016,105.5915083,149981400
9/28/2020,111.9505463,112.3011227,109.8276146,111.9992403,137672400
9/29/2020,111.1033325,112.2913964,110.5969484,111.5512971,99382200
9/30/2020,112.7782822,114.190328,110.6456178,110.8111657,142675200
10/1/2020,113.7326355,114.63829,112.7977676,114.5603824,116120400
10/2/2020,110.0613174,112.3498042,109.2822646,109.9347233,144712000
10/5/2020,113.4502335,113.5963082,110.5774623,110.9280387,106243800
10/6/2020,110.1976776,113.0801892,109.3114962,112.6711784,161498200
10/7/2020,112.0674286,112.5251261,111.1422933,111.6194714,96849000
10/8/2020,111.9602966,113.3528621,111.5902396,113.2067874,83477200
10/9/2020,113.9079361,113.9371496,111.9115985,112.2621749,100506900
10/12/2020,121.1434174,121.9029971,116.1574477,116.9170274,240226800
10/13/2020,117.9298172,122.1075136,116.5177786,121.9906523,262330500
10/14/2020,118.0174713,119.8092999,116.4885713,117.8324428,150712000
10/15/2020,117.5500183,118.0271889,115.0570371,115.6121152,112559200
10/16/2020,115.9042664,118.3680417,115.6997647,118.1051057,115393800
10/19/2020,112.9438324,117.2675952,112.6322098,116.8196382,120639300
10/20/2020,114.4337769,115.8652958,112.6029875,113.1580655,124423700
10/21/2020,113.8105621,115.6023908,113.4015513,113.6157933,89946000
10/22/2020,112.7198563,114.9499087,111.5902196,114.3753501,101988000
10/23/2020,112.02845,113.4989229,111.2883434,113.3431078,82572600
10/26/2020,112.0381927,113.4989253,109.924994,111.0254173,111850700
10/27/2020,113.5476151,114.2098141,111.5415446,112.4666723,92276800
10/28/2020,108.2889633,112.4082321,108.1915826,112.0381826,143937800
10/29/2020,112.3011169,113.8689705,109.2627906,109.4283459,146129200
10/30/2020,106.0102158,109.0582746,104.9000598,108.1526202,190272600
11/2/2020,105.9225922,107.7825953,104.5105535,106.2536954,122866900
11/3/2020,107.5488586,108.5713669,105.8836246,106.789279,107624400
11/4/2020,111.9407959,112.5640412,109.4088611,111.1520027,138235500
11/5/2020,115.9139862,116.4885448,113.8105354,114.8622571,126387100
11/6/2020,115.7823257,116.2798264,113.2850358,115.4213874,114457900
11/9/2020,113.4703751,119.0014688,113.2069928,117.5479731,154515300
11/10/2020,113.1289444,114.7092525,111.3340172,112.7192354,138023400
11/11/2020,116.5626907,116.6992604,113.5874152,114.3190414,112295000
11/12/2020,116.289566,117.5772281,115.6652455,116.6895253,103162300
11/13/2020,116.338356,116.7383079,114.982409,116.5139467,81581900
11/16/2020,117.3528671,118.0259583,115.2555368,116.0066699,91183000
11/17/2020,116.4651642,117.7138054,116.0456981,116.6212481,74271000
11/18/2020,115.1384888,116.8846381,115.1092249,115.7042817,76322100
11/19/2020,115.7335281,116.1432371,113.9483581,114.7092483,74113000
11/20/2020,114.4653625,115.8603302,114.4165919,115.7335177,73604300
11/23/2020,111.0608826,114.7385287,110.9633339,114.3093055,127959300
11/24/2020,112.348526,113.0118674,109.8317299,111.1193993,113874200
11/25/2020,113.1874847,113.8898473,112.3485525,112.719248,76499200
11/27/2020,113.7337418,114.6116948,113.3728109,113.714235,46691300
11/30/2020,116.1334763,118.0064377,113.9483472,114.104431,169410200
12/1/2020,119.7135773,120.4452036,117.0699684,118.0454702,127728200
12/2/2020,120.0647659,120.3476624,117.9284146,119.0307289,89004200
12/3/2020,119.9281845,120.7476024,119.216065,120.4939699,78967600
12/4/2020,119.2550964,119.8501531,118.5429768,119.5965206,78260400
12/7/2020,120.7183304,121.5182414,119.2550779,119.3136056,86712000
12/8/2020,121.3329391,121.9182463,120.0745406,121.3231895,82225500
12/9/2020,118.796608,122.8644487,118.0357178,121.4792379,115089200
12/10/2020,120.2208328,120.8354037,117.206536,117.5479601,81312200
12/11/2020,119.4111786,119.7526027,117.5967447,119.4306854,86939800
12/14/2020,118.796608,120.3281455,118.5624896,119.5965191,79184500
12/15/2020,124.7471619,124.7666761,121.0890303,121.2938848,157243700
12/16/2020,124.6788864,125.2251651,123.4595091,124.2886916,98208600
12/17/2020,125.5470734,126.4055197,124.9032386,125.7421707,94359800
12/18/2020,123.557045,125.9372714,123.0302732,125.8007018,192541500
12/21/2020,125.0885773,125.1666192,120.4256804,121.9572177,121251600
12/22/2020,128.649231,131.1172503,126.4738504,128.3858412,168904800
12/23/2020,127.7517014,129.1856751,127.5761033,128.9223003,88223700
12/24/2020,128.736969,130.190472,127.8882872,128.1028988,54930100
12/28/2020,133.3413696,133.97544,130.2392656,130.7075172,124486200
12/29/2020,131.5659027,135.3898674,131.048888,134.6680057,121047300
12/30/2020,130.4441223,132.6585159,130.1319545,132.2585565,96452100
12/31/2020,129.4393158,131.4390971,128.493078,130.7952625,99116600
1/4/2021,126.2396851,130.3367894,123.6546039,130.2489978,143301900
1/5/2021,127.8004761,128.5126031,125.2836798,125.7324172,97664900
1/6/2021,123.4985199,127.8395071,123.2839083,124.5910845,155088000
1/7/2021,127.7126999,128.4053128,124.7276666,125.2154175,109578200
1/8/2021,128.815033,129.3808259,127.0396123,129.1857136,105158200
1/11/2021,125.8202362,126.9810859,125.3519994,126.0250982,100384500
1/12/2021,125.6446304,126.5128264,123.7521546,125.3519769,91951100
1/13/2021,127.6834335,128.2297122,125.3422351,125.6056099,88636800
1/14/2021,125.7519531,127.7907485,125.6056189,127.5956511,90221800
1/15/2021,124.0252991,127.0298464,123.8887294,125.6251214,111598500
1/19/2021,124.6984024,125.5568488,123.8302064,124.6496243,90757300
1/20/2021,128.7954865,129.2442238,125.4007447,125.5080505,104319500
1/21/2021,133.5169525,136.2483611,130.3173072,130.5221691,120150900
1/22/2021,135.6630402,136.4239304,131.712255,132.9413818,114459400
1/25/2021,139.4187164,141.5355536,133.1950101,139.5650506,157611700
1/26/2021,139.6528168,140.764888,137.9066605,140.0820399,98390600
1/27/2021,138.5797729,140.7649022,136.9702011,139.9162056,140843800
1/28/2021,133.7315521,138.5115204,133.351107,136.1020295,142621100
1/29/2021,128.7272034,133.3901,127.0200755,132.50239,177523800
2/1/2021,130.8537903,132.0634177,127.7224234,130.4733452,106239800
2/2/2021,131.6829681,132.9706225,131.3122728,132.4048298,83305400
2/3/2021,130.6586914,132.4438612,130.3367741,132.4340966,89880900
2/4/2021,134.0242004,134.0339501,131.2927922,132.960907,84183100
2/5/2021,133.608963,134.2537598,132.7297055,134.1853804,75693800
2/8/2021,133.7555389,133.8043899,131.811384,132.8958097,71297200
2/9/2021,132.8762665,134.703191,132.7199643,133.4722124,76774200
2/10/2021,132.2705688,133.8337103,131.3033734,133.3354513,73046600
2/11/2021,132.0165253,133.2474887,130.6878599,132.7687733,64280000
2/12/2021,132.2509918,132.4073089,130.6097072,131.2545039,60145100
2/16/2021,130.1212311,132.876249,129.7304384,132.3682408,80576300
2/17/2021,127.8253632,129.1735719,126.4869336,128.2259201,97918500
2/18/2021,126.7214508,127.0047626,124.4744405,126.2231918,96856700
2/19/2021,126.8777542,127.6984117,125.8324151,127.2392394,87668800
2/22/2021,123.0968857,126.7311759,122.7061004,125.0605687,103916400
2/23/2021,122.9601135,123.7905275,115.6622254,120.9085002,158273000
2/24/2021,122.4618988,122.6670594,119.4137893,122.0613492,111039900
2/25/2021,118.2023239,123.5462934,117.7626951,121.8073067,148199500
2/26/2021,118.4661255,121.9734069,118.4075028,119.7654761,164560400
3/1/2021,124.8456573,124.9824311,119.9608598,120.89874,116307900
3/2/2021,122.237175,125.7542277,122.1297088,125.4513726,102260900
3/3/2021,119.247673,122.8135767,119.0327408,121.9343116,112966300
3/4/2021,117.3621597,120.7522109,115.886956,118.944837,178155000
3/5/2021,118.6224365,119.1304597,114.8611434,118.1925794,153766600
3/8/2021,113.6790161,118.2121079,113.5324707,118.143721,154376600
3/9/2021,118.3000183,119.2476702,116.053016,116.2874842,129525800
3/10/2021,117.2155991,119.3551352,116.6978043,118.8861988,111943300
3/11/2021,119.1499863,120.3711857,118.4661176,119.7166246,103026500
3/12/2021,118.2414169,118.3781907,116.4145073,117.6259351,88105100
3/15/2021,121.1332169,121.1429885,117.6454714,118.6126668,92403800
3/16/2021,122.6768036,124.2887882,121.8463895,122.8038056,115227900
3/17/2021,121.8854599,122.9601138,119.5212124,121.1918196,111932600
3/18/2021,117.7529221,120.3418661,117.5477615,120.0487753,121229700
3/19/2021,117.2253876,118.6322119,116.9225325,117.1374648,185549500
3/22/2021,120.5470505,121.0159944,117.4891695,117.5575563,111912300
3/23/2021,119.7166138,121.3774419,119.3258285,120.4884126,95467100
3/24/2021,117.3230743,120.0683359,117.3035384,119.9901773,88530500
3/25/2021,117.8115463,118.8569002,116.2581842,116.7857433,98844700
3/26/2021,118.4172592,118.6810425,116.1800211,117.5770735,94071200
3/29/2021,118.5931244,119.7557087,117.9483349,118.847136,80819200
3/30/2021,117.1374435,117.6259233,116.1214048,117.3426041,85671900
3/31/2021,119.3356094,120.6740392,118.3586499,118.8471297,118323800
4/1/2021,120.1660233,121.3188358,119.6677718,120.8108201,75089100
4/5/2021,122.9992065,123.2532181,120.2344093,121.0159799,88651200
4/6/2021,123.302063,124.200864,122.754968,123.5853822,80171300
4/7/2021,124.953125,124.9726609,122.2567146,122.9308191,83466700
4/8/2021,127.3564606,127.3857682,125.5588584,125.9789439,88844600
4/9/2021,129.9356384,129.9747103,126.4869719,126.8093704,106686700
4/12/2021,128.2161865,129.7890921,127.6202406,129.4666937,91420000
4/13/2021,131.3326569,131.5573683,128.8902581,129.388517,91266500
4/14/2021,128.9879456,131.8895161,128.6264754,131.8309009,87222800
4/15/2021,131.401062,131.8895418,130.5608762,130.7367367,89347100
4/16/2021,131.068924,131.5671681,130.2091946,131.2056977,84922400
4/19/2021,131.7332001,132.3486893,130.267761,130.4338423,94264200
4/20/2021,130.0430908,132.4073312,128.7730404,131.9090872,94812300
4/21/2021,130.4240875,130.6683274,128.2747797,129.3103543,68847100
4/22/2021,128.9000092,131.0590808,128.3822219,129.9746554,84566500
4/23/2021,131.2252197,132.0067755,129.1149834,129.1149834,78657500
4/26/2021,131.6159821,131.9481447,130.4827055,131.7234482,66905100
4/27/2021,131.2936096,132.2901127,131.0200621,131.8993198,66015800
4/28/2021,130.5022583,131.9090824,130.0137785,131.2154346,107760100
4/29/2021,130.4045563,133.9118524,129.3982891,133.3256707,151101000
4/30/2021,128.4310913,130.4826971,128.0500777,128.7437106,109839500
5/3/2021,129.4862061,130.9809678,128.7925732,128.9977263,75135100
5/4/2021,124.904274,128.4604135,123.780769,128.1673227,137564700
5/5/2021,125.1485214,127.4443674,125.0215119,126.223168,84000900
5/6/2021,126.7507324,126.7604967,124.20086,124.9433514,78128300
5/7/2021,127.4260101,128.4535483,126.7116074,128.0523258,78973300
5/10/2021,124.1378174,126.7702974,124.0986717,126.6430871,88071200
5/11/2021,123.2179184,123.5702144,120.145048,120.8594431,126142800
5/12/2021,120.1450424,121.9750625,119.6361639,120.7615771,112172300
5/13/2021,122.2979889,123.4527593,121.6031705,121.9163282,105861300
5/14/2021,124.7249908,125.1555856,123.1592019,123.550651,81918000
5/17/2021,123.5702209,124.2161131,122.4937415,124.1084644,74244600
5/18/2021,122.1805725,124.2748164,122.1120695,123.85401,63342900
5/19/2021,122.0239944,122.2490726,120.23312,120.5267087,92612000
5/20/2021,124.5879974,124.9892349,122.4252501,122.5524753,76857100
5/21/2021,122.7481766,125.263227,122.5328792,125.0870753,79295400
5/24/2021,124.3824615,125.2045053,123.2472675,123.3157705,63092900
5/25/2021,124.1867447,125.5763893,123.6191439,125.0870723,72009500
5/26/2021,124.1378174,124.6662725,123.7170109,124.2454661,56575900
5/27/2021,122.6013718,124.9109129,122.405651,123.7365732,94625600
5/28/2021,121.945694,123.1102528,121.8869792,122.8851672,71311100
6/1/2021,121.6227646,122.6698866,121.2900377,122.4056628,67637100
6/2/2021,122.3860931,122.5622449,121.3976933,121.6227715,59278900
6/3/2021,120.8985825,122.1805709,120.4973451,122.0142074,76229200
6/4/2021,123.1983337,123.462565,121.2019503,121.4172476,75169300
6/7/2021,123.2081299,123.6191481,122.1610079,123.4723537,71057600
6/8/2021,124.0301743,125.7134077,123.5115074,123.8931682,74403800
6/9/2021,124.4118347,125.0185812,123.8148765,124.490126,56877900
6/10/2021,123.4136505,125.44918,123.2472871,124.30419,71186400
6/11/2021,124.6271286,124.7152082,123.4038548,123.8246613,53522400
6/14/2021,127.6902161,127.7489308,124.3531288,125.0870931,96906500
6/15/2021,126.8681564,127.8076372,126.6235017,127.1617451,62746300
6/16/2021,127.3672333,128.0914166,125.71338,127.5825306,91815000
6/17/2021,128.9721985,129.7159585,126.8779543,127.0247561,96721700
6/18/2021,127.6705933,128.6981309,127.455296,127.9152479,108953300
6/21/2021,129.471283,129.5789316,126.4473542,127.5140452,79663300
6/22/2021,131.1153412,131.213209,128.8058002,129.3049054,74783600
6/23/2021,130.8413391,131.448093,130.3813871,130.9098496,60214200
6/24/2021,130.5576019,131.7612995,130.0878539,131.5753594,68711000
6/25/2021,130.2639771,131.0272987,129.9703884,130.6064997,70783700
6/28/2021,131.8982849,132.3582371,130.4988667,130.5575815,62111300
6/29/2021,133.4151001,133.5716827,131.4774391,131.9178146,64556100
6/30/2021,134.0316467,134.4720222,132.9649408,133.2585295,63261400
7/1/2021,134.335022,134.3937367,132.8572979,133.6793491,52485800
7/2/2021,136.9674988,137.006637,134.8047446,134.9515314,78852600
7/6/2021,138.98349,140.0893194,137.0751857,137.0751857,108181800
7/7/2021,141.4789429,141.7920932,139.6097772,140.4709517,104911600
7/8/2021,140.1773529,140.9798125,137.6622956,138.5528422,105575500
7/9/2021,142.0074005,142.5358482,139.5999913,139.6978591,99890800
7/12/2021,141.4104309,143.1915245,140.9211215,143.0838758,76299700
7/13/2021,142.5260468,144.3071402,140.5590283,140.9504698,100827100
7/14/2021,145.9609985,146.3720316,144.5224276,144.9334607,127050800
7/15/2021,145.3053436,146.7928487,143.9450638,146.0491036,106820300
7/16/2021,143.2600098,146.5579504,142.7609195,145.2857579,93251400
7/19/2021,139.4042664,140.9896392,138.6409448,140.676474,121434600
7/20/2021,143.0251465,143.9548464,139.9033647,140.3926742,96350000
7/21/2021,142.2911682,143.0055707,141.5376425,142.4183934,74993500
7/22/2021,143.6612549,145.0313153,142.6924168,142.819642,77338200
7/23/2021,145.3835907,145.5401733,143.7786566,144.3951912,71447400
7/26/2021,145.8044586,146.626495,144.5420317,145.0998517,72434100
7/27/2021,143.6319122,146.0197449,142.4379959,145.9316579,104818600
7/28/2021,141.8802032,143.8276608,139.4923701,141.7138398,118931200
7/29/2021,142.5260468,143.4165935,141.4887132,141.5963618,56699500
7/30/2021,142.7413788,143.2013309,141.0287954,141.2930267,70440600
8/2/2021,142.4086304,143.8080483,142.1443991,143.2306667,62880000
8/3/2021,144.2093048,144.8747586,142.0759075,142.6924423,64786600
8/4/2021,143.8080597,144.6300961,143.1523868,144.1212249,56368300
8/5/2021,143.9156799,144.6790014,143.0447098,143.8373886,46397700
8/6/2021,143.2296448,144.1803286,142.7298067,143.4354692,54126800
8/9/2021,143.1806488,143.7785014,142.622008,143.2884588,48908700
8/10/2021,142.7004089,144.7683893,142.4063804,143.5236769,69023100
8/11/2021,142.9552612,143.7981353,142.6318312,143.1414799,48493500
8/12/2021,145.9248962,146.0817135,142.9356332,143.278669,72282600
8/13/2021,146.130722,146.4639475,145.3172495,146.0033062,59375000
8/16/2021,148.1104736,148.1790868,143.5530833,145.581852,103296000
8/17/2021,147.1989746,148.6592917,146.1208751,147.2381714,92229700
8/18/2021,143.4452667,147.7184387,143.2394423,146.8167621,86326000
8/19/2021,143.7784882,145.0526018,141.6223038,142.1417478,86960300
8/20/2021,145.2388611,145.5426852,143.856937,144.503797,60549600
8/23/2021,146.7285614,147.1989981,144.9447992,145.3564332,60131800
8/24/2021,146.6403503,147.8556614,146.1797091,146.4737376,48606400
8/25/2021,145.4054718,147.3264458,144.8566264,146.8265927,58991300
8/26/2021,144.6017761,146.1503127,144.5723748,145.3956578,48597200
8/27/2021,145.640686,145.7876929,143.9059308,144.5429803,55802400
8/30/2021,150.0706635,150.4333052,145.6504839,146.0327166,90956700
8/31/2021,148.8063202,149.7570039,148.2770659,149.6197926,86453100
9/1/2021,149.4727631,151.8935743,149.3061504,149.7863975,80313700
9/2/2021,150.5900879,151.6387863,149.3649814,150.8057078,71115500
9/3/2021,151.2271729,151.5506028,150.041263,150.6979184,57808700
9/7/2021,153.5695496,154.1281903,151.3153507,151.8838019,82278300
9/8/2021,152.0210266,153.912584,150.9135255,153.8537813,74420200
9/9/2021,151.0017242,153.0010913,150.8841039,152.3934433,57305700
9/10/2021,146.0032806,152.3836293,145.7386535,151.9131927,140893200
9/13/2021,146.5717468,148.4045014,145.7876757,147.6302407,102404300
9/14/2021,145.1702423,148.0615062,143.9843474,147.3558435,109296300
9/15/2021,146.0621185,146.4639571,143.4550879,145.6014772,83281300
9/16/2021,145.8268738,146.0032969,144.2881478,145.4838529,68034100
9/17/2021,143.1512451,145.8562899,142.8572166,145.8562899,129868800
9/20/2021,140.0933838,141.9555397,138.4566433,140.9362577,123478900
9/21/2021,140.5736084,141.7203212,139.936559,141.063651,75834000
9/22/2021,142.9454193,143.5138555,140.8382274,141.5732912,76404300
9/23/2021,143.9059296,144.1509509,142.7396256,143.7295064,64838200
9/24/2021,143.9941101,144.5331599,142.6611937,142.7592082,53477900
9/27/2021,142.4750061,143.0532678,140.9558857,142.5730206,74150700
9/28/2021,139.0839081,141.8673467,138.8682881,140.3972188,108972300
9/29/2021,139.9855652,141.5732984,139.2014941,139.6327339,74602000
9/30/2021,138.6820526,141.5047027,138.4664327,140.7990402,89056700
10/1/2021,139.8091431,140.0737702,136.3396482,139.0740792,94639600
10/4/2021,136.3690186,139.3778865,135.5163494,138.9368363,98322000
10/5/2021,138.2997894,139.4072902,136.5846407,136.7120566,80861100
10/6/2021,139.1721344,139.3191412,135.6144194,136.6925194,83221100
10/7/2021,140.4363861,141.347873,139.8777454,140.2109707,61732700
10/8/2021,140.0541687,141.3086766,139.7209433,141.1616698,58773200
10/11/2021,139.9659576,141.9261279,138.9858725,139.4367182,64452200
10/12/2021,138.6918488,140.3972024,138.2312075,140.3775965,73035900
10/13/2021,138.1038055,138.5840377,136.4278533,138.4272354,78762700
10/14/2021,140.8970642,141.0146846,138.6918722,139.2799294,69907100
10/15/2021,141.9555206,142.0143233,140.6520057,140.9068374,67940300
10/18/2021,143.631485,143.9157031,140.3089968,140.593215,85589200
10/19/2021,145.7974548,146.1992933,143.6314751,144.0823059,76378900
10/20/2021,146.2875214,146.7677685,145.1702248,145.738676,58418800
10/21/2021,146.5030975,146.6599147,144.9251601,145.8464424,61421000
10/22/2021,145.7288971,147.1892147,145.6798898,146.7089825,58883400
10/25/2021,145.6798706,146.3953286,144.6801795,145.7190674,50720600
10/26/2021,146.3463287,147.8360475,146.0424898,146.3561242,60893400
10/27/2021,145.8856659,146.7481306,145.5328347,146.3855039,56094900
10/28/2021,149.5316162,150.1196584,146.7383672,146.8363817,100077900
10/29/2021,146.8167725,146.9539838,143.4942841,144.2881507,124953200
11/1/2021,145.9934692,146.7187226,144.856567,146.0228706,74588300
11/2/2021,147.0323944,148.5515295,145.6896674,145.6994779,69122000
11/3/2021,148.4731293,148.943566,146.8363886,147.3950294,54511500
11/4/2021,147.9537048,149.3944167,147.6400703,148.561353,60394600
11/5/2021,148.4836884,149.386681,147.286238,149.0824135,65463900
11/8/2021,147.6592102,148.7683276,147.384387,148.6112815,55020900
11/9/2021,148.0223541,148.630889,147.2862175,147.4236291,56787900
11/10/2021,145.1857758,147.3549317,145.1170775,147.2469644,65187100
11/11/2021,145.1367188,146.6678808,144.9502284,146.2065822,41000000
11/12/2021,147.217514,147.619924,144.7539006,145.6863373,63804000
11/15/2021,147.2273407,149.0725948,146.6678696,147.5904967,59222800
11/16/2021,148.2088776,148.6898257,146.5795578,147.1684733,59256200
11/17/2021,150.6528015,152.1348844,148.1990131,148.2088228,88807000
11/18/2021,154.9518585,155.737074,150.2209613,150.8687651,137827700
11/19/2021,157.5823364,158.04365,153.6366394,154.7359321,117305600
11/22/2021,158.0436554,162.6371415,158.0240209,158.6914443,117467900
11/23/2021,158.4264069,158.8091973,156.1198396,158.141759,96041900
11/24/2021,158.94664,159.1429401,156.6891511,157.778634,69463600
11/26/2021,153.9114532,157.4841693,153.4697742,156.6204458,76959800
11/29/2021,157.2780762,158.2105131,155.8548665,156.4241474,88748200
11/30/2021,162.2445374,162.460472,156.9639784,157.0326917,174048100
12/1/2021,161.7243195,167.1520992,161.4887503,164.3842182,152052500
12/2/2021,160.7330017,161.164871,154.8831767,155.8058038,136739200
12/3/2021,158.8484802,161.9108191,156.767672,160.988192,118023100
12/6/2021,162.2641754,164.7768531,161.2433907,161.2532005,107497000
12/7/2021,168.0158539,168.4084692,165.2283528,165.9546799,120405400
12/8/2021,171.8437805,172.7075192,167.5447367,168.948312,116998900
12/9/2021,171.3333588,173.4828803,170.7051894,171.6768952,108923700
12/10/2021,176.1329651,176.3096457,171.4609564,171.9713487,115402700
12/13/2021,172.4915619,178.7634462,172.285437,177.7721058,153237000
12/14/2021,171.1075897,174.454561,169.0267818,172.0105821,139380400
12/15/2021,175.9857483,176.1820484,169.1249489,171.8731956,131063300
12/16/2021,169.0758514,177.7917137,167.5937685,175.9660943,150185800
12/17/2021,167.9765778,170.2635109,166.5533831,166.7889373,195432700
12/20/2021,166.6122742,167.4269339,164.36461,165.169445,107499100
12/21/2021,169.7923889,169.9984988,165.9939134,168.3888138,91185900
12/22/2021,172.3933868,172.6093215,168.9678923,169.8414405,92135300
12/23/2021,173.0215607,173.5810317,172.0302354,172.5995162,68356600
12/27/2021,176.9967041,177.0850369,173.7969687,173.8165883,74919600
12/28/2021,175.9758911,177.9781909,175.2299448,176.8298197,79144300
12/29/2021,176.06427,177.2911645,174.8471853,176.0151912,62348900
12/30/2021,174.9060974,177.2322998,174.7981301,176.1526266,59773000
12/31/2021,174.2877045,175.9170087,173.9834221,174.7980817,64062300
1/3/2022,178.6456909,179.4996199,174.4251848,174.5429619,104487900
1/4/2022,176.3783417,179.5584575,175.8090609,179.25419,99310400
1/5/2022,171.6866913,176.8396477,171.4118681,176.2900014,94537600
