ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-02-28,224.461641471202,213.19844196345494,233.23019445594014,224.461641471202,224.461641471202,-1.7234366315643868,-1.7234366315643868,-1.7234366315643868,2.129842555090266,2.129842555090266,2.129842555090266,-3.8532791866546536,-3.8532791866546536,-3.8532791866546536,0.0,0.0,0.0,222.7382048396376
2025-03-03,224.64701308322446,210.30837741783935,230.47708476735707,224.64701308322446,224.64701308322446,-3.6439257084948364,-3.6439257084948364,-3.6439257084948364,2.3436084783194633,2.3436084783194633,2.3436084783194633,-5.987534186814299,-5.987534186814299,-5.987534186814299,0.0,0.0,0.0,221.00308737472963
2025-03-04,224.70880362056528,210.37159014055715,230.33954029164622,224.70880362056528,224.70880362056528,-4.352621256708457,-4.352621256708457,-4.352621256708457,2.253330457583769,2.253330457583769,2.253330457583769,-6.6059517142922255,-6.6059517142922255,-6.6059517142922255,0.0,0.0,0.0,220.35618236385682
2025-03-05,224.77059415790606,209.53153090767358,230.35903359988717,224.77059415790606,224.77059415790606,-5.047164605382912,-5.047164605382912,-5.047164605382912,2.121921879975306,2.121921879975306,2.121921879975306,-7.169086485358217,-7.169086485358217,-7.169086485358217,0.0,0.0,0.0,219.72342955252316
2025-03-06,224.83238469524687,208.65058170763,230.04134297068205,224.83238469524687,224.83238469524687,-5.722442191015862,-5.722442191015862,-5.722442191015862,1.9508534961573507,1.9508534961573507,1.9508534961573507,-7.673295687173213,-7.673295687173213,-7.673295687173213,0.0,0.0,0.0,219.10994250423101
2025-03-07,224.8941752325877,208.7573722316984,228.88642631100777,224.8941752325877,224.8941752325877,-5.98628148608998,-5.98628148608998,-5.98628148608998,2.129842555090767,2.129842555090767,2.129842555090767,-8.116124041180747,-8.116124041180747,-8.116124041180747,0.0,0.0,0.0,218.90789374649773
2025-03-10,225.07954684461015,208.42158026893242,229.02283662170976,225.07954684461015,225.07954684461015,-6.726621434149425,-6.726621434149425,-6.726621434149425,2.343608478319208,2.343608478319208,2.343608478319208,-9.070229912468632,-9.070229912468632,-9.070229912468632,0.0,0.0,0.0,218.35292541046073
2025-03-11,225.14133738195096,208.19208614055907,228.7256696941237,225.14133738195096,225.14133738195096,-7.014224889107765,-7.014224889107765,-7.014224889107765,2.253330457581489,2.253330457581489,2.253330457581489,-9.267555346689253,-9.267555346689253,-9.267555346689253,0.0,0.0,0.0,218.1271124928432
2025-03-12,225.2031279192918,208.08467382378646,227.64850197323332,225.2031279192918,225.2031279192918,-7.287557289147288,-7.287557289147288,-7.287557289147288,2.1219218799752038,2.1219218799752038,2.1219218799752038,-9.409479169122491,-9.409479169122491,-9.409479169122491,0.0,0.0,0.0,217.91557063014452
2025-03-13,225.26491845663259,207.78502018510818,228.17122608327173,225.26491845663259,225.26491845663259,-7.549706847932802,-7.549706847932802,-7.549706847932802,1.9508534961563424,1.9508534961563424,1.9508534961563424,-9.500560344089145,-9.500560344089145,-9.500560344089145,0.0,0.0,0.0,217.71521160869978
